tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'1953298990016962661',@Eru_Usagi_ @Hydrogen0E7 小笨蛋（小笨蛋）,zh,Reply,0,5,0,0,82,2025-08-07 11:35:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1953298860253614266',@AcboxLiu 《why-is-node-running》,en,Reply,0,5,0,0,312,2025-08-07 11:35:13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1953197781226799360',@levrhil 呜呜,zh,Reply,0,1,0,0,32,2025-08-07 04:53:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1953180960813666385',"想时间过得快一点
又想时间过得慢一点",zh,Tweet,0,25,0,0,1242,2025-08-07 03:46:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1953180859831599463',@AcboxLiu @maplefsnow 猫师傅,zh,Reply,0,7,0,0,332,2025-08-07 03:46:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1953087515415724400',@luoling8192 @VentusUta 草🌿,ja,Reply,0,1,0,0,64,2025-08-06 21:35:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1953070397160906777',@luoling8192 投降喵🏳️,ja,Reply,0,2,0,0,165,2025-08-06 20:27:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1953058421877715095',数月后，或是来年时，曾经歇斯底里的执念，可能都会烟消云散，乃至不记得自己曾在这里迷失 ——,zh,Tweet,1,30,0,3,1384,2025-08-06 19:39:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1953049158035882077',@AcboxLiu 这个左右的星星特别容易跟不上，是全曲最难点,zh,Reply,0,5,0,1,335,2025-08-06 19:02:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1953048327827919156',@AcboxLiu 我是这俩一个粉一个绿…,zh,Reply,0,3,0,0,166,2025-08-06 18:59:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1953021185652101580',@AcboxLiu 你打这么好？！！！！！,zh,Reply,0,5,0,0,230,2025-08-06 17:11:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1952697236695216378',"家门口有一家先启半步癫开始卖半份了
那么问题来了，它是不是应该叫先启四分之一步癫 https://t.co/jb2e7dg1WZ",zh,Tweet,1,27,1,2,1882,2025-08-05 19:44:35,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/Gxlfx9hbwAAwSjr.jpg
'1952638426001310152',@OikawaRizumu @github 🥰,qme,Reply,0,4,0,0,128,2025-08-05 15:50:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1952493889790886355',@zhizijun 主要是用来升起来维护桌下的走线,zh,Reply,0,1,0,0,257,2025-08-05 06:16:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1952483668561367188',"工程师是为了完成项目而生，而不是为了炫技。任何完整的项目或产品都需要各种不同的任务，好高骛远只做自认为「最酷的」工作，就不可能把项目完整做完。
不去纠结到底酷不酷，只要是项目需要的任务我全都做。今天把按钮摆正，明天调试 C 基础库崩溃，后天给数据库部署故障恢复 —— 每个任务都不可或缺。",zh,Tweet,21,185,7,5,13401,2025-08-05 05:35:56,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1952479952315769021',"我觉得不是，教育是把人训练成基础模型，而校招进公司学习做项目是 SFT，职业生涯后期就是自己在 RL 自己了，所以筛选有学历的人是为了筛选可以供 SFT 训练的人（胡言乱语）
（而很多厉害的推友不需要读大学就已经能到 RL 这一步了）",zh,Tweet,5,36,1,0,2822,2025-08-05 05:21:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1952478416537886909',@ayakaneko @hwwaanng AskNeko™ 问猫,ja,Reply,0,5,0,0,65,2025-08-05 05:15:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1952338740107731350',"RT @undefined: 就算有 LLM 协助，我不理解的技术和 trick 依然形同魔法，匮乏的「可行性」想象力也不会让我能创造和组合出来任何超出我认知范围边缘的新东西

LLM assisted coding 最受益的部分就是对既有知识（包括 codebase）的归纳总结，和对未知领域的探索和冷启动",zh,Retweet,6,46,3,2,3586,2025-08-04 20:00:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1952477318909493507',@asahinaXmafuyu @Equiliw 那——你——回——来——,zh,Reply,0,2,0,1,80,2025-08-05 05:10:42,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1952364277186322575',@hsn8086 有角奶龙,zh,Reply,0,33,0,0,7309,2025-08-04 21:41:31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1952347555368779952',"@yozuha15
（？） https://t.co/l4tJUqZoD6",und,Tweet,0,6,0,2,206,2025-08-04 20:35:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GxghwKEbgAAc7V4.jpg
'1952345716522910127',你的 Rust 程序：,zh,Tweet,0,82,5,5,4723,2025-08-04 20:27:46,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1952315969134891152',@llennchan2003 有些工作总得有人做,ja,Reply,0,25,0,0,1231,2025-08-04 18:29:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1952081171686551905',"求推荐，有什么雷电 4 拓展坞拥有：
1. 一个 4K 160Hz 的 HDMI 2.1 
2. 一个 2.5Gbps RJ45
3. 任意速率的 USB A 口",zh,Tweet,3,37,0,12,5753,2025-08-04 02:56:33,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1952294614565802316',@HYLee81110465 这个我就不查了我怕我买不起（草,zh,Reply,0,0,0,0,64,2025-08-04 17:04:42,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1952238652878459023',@Nickel_Angel @Equiliw 你怎么翻出来一条这么久远的推（草,zh,Reply,0,6,0,1,95,2025-08-04 13:22:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1952238295838327256',"HDMI 这个需求可以换成 DP🤔总之需要一个 4K 160Hz 的显示输出
不过我发现可以用下游雷电口来接显示输出，买根线试试我手头的 WD22TB4 能不能接出来 4K 160Hz 吧",zh,Tweet,1,10,0,0,1201,2025-08-04 13:20:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1952015561879417325',@asahinaXmafuyu 猫,ja,Reply,0,2,0,0,61,2025-08-03 22:35:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1952012270579659133',"@asahinaXmafuyu 荠菜
好多年没吃过了
小时候家长会去挖荠菜来包饺子吃",zh,Reply,0,9,0,2,331,2025-08-03 22:22:46,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1952004262889930905',上一次坐绿皮车是什么时候来着（,zh,Tweet,0,18,0,2,1666,2025-08-03 21:50:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1951992090281627828',图 吧 禁 片,zh,Tweet,0,6,0,0,1142,2025-08-03 21:02:35,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1951963857682845742',可爱 https://t.co/IMjLTdaNDS,zh,Tweet,0,30,0,0,1137,2025-08-03 19:10:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GxbEx3faYAAaJ4l.jpg
'1951917064777822553',@MoonLightBiskit 为什么我的第一反应是 狗 群 主,zh,Reply,0,3,0,0,58,2025-08-03 16:04:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1951916727744229586',@liuyi0922 我一直在用这个 中国移动 x12，家里用了三个，很好用，是 mqtt 协议的，它也支持 homekit 但我没用过 https://t.co/U8YoWelsc5,zh,Reply,5,6,0,1,1243,2025-08-03 16:03:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GxaZ6nRaUAAkmrM.jpg
'1951907775686246717',@llennchan2003 在苏州的话商场负一楼小餐馆吃一顿大概 30，上海还要更贵,zh,Reply,0,2,0,1,499,2025-08-03 15:27:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1951907550070485224',@Nickel_Angel 这是哪里🥹,zh,Reply,0,4,0,1,217,2025-08-03 15:26:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1951578498759619034',@AcboxLiu 主要是换手机的时候还要再花钱,zh,Reply,0,3,0,0,302,2025-08-02 17:39:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1951564734903562578',感觉可以用这个题材做一个类似石墩子快跑的音游,zh,Tweet,0,19,2,1,1794,2025-08-02 16:44:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1951563455489888273',@Dustella_Chan @AcboxLiu 那你先锁个推 做戏做全套（x,zh,Reply,0,3,0,1,138,2025-08-02 16:39:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1951551588486844683',@TranzeLuo 草,ja,Reply,0,4,0,0,64,2025-08-02 15:52:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1951550516561059899',@levrhil 乐,zh,Reply,0,1,0,1,26,2025-08-02 15:47:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1951367470754967563',@skywt2003 我还采购了洗碗机（,zh,Reply,0,3,0,0,172,2025-08-02 03:40:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1951367069762773353',@ayakaneko 店无书砸,zh,Reply,0,4,0,0,220,2025-08-02 03:38:58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1951323158268494242',@Equiliw @anemoneheart912 这种风格我也能写（,zh,Reply,0,2,0,0,50,2025-08-02 00:44:29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1951293422754791903',@anemoneheart912 还是 ownership 高手,zh,Reply,0,6,0,0,293,2025-08-01 22:46:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1951290445180576251',"令谷花开·惊世料理(湖北路店)

我觉得我一个月不想吃鹅肝了.jpg https://t.co/d11Z8LGwZ7",zh,Tweet,3,61,0,4,3683,2025-08-01 22:34:30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GxRgT0saIAE6dqj.jpg,https://pbs.twimg.com/media/GxRgT0waIAIOUc5.jpg,https://pbs.twimg.com/media/GxRgT1BaQAAxkxe.jpg,https://pbs.twimg.com/media/GxRgT08aIAIu-Pt.jpg"
'1951292983220879723',"@Gzx7301S 第一口鹅肝：🤤
最后一口鹅肝：🥴",zh,Reply,0,2,0,0,78,2025-08-01 22:44:35,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1951279651336364085',@Stv_Lynn 感觉我需要按天付费…一个月都不一定用一次,zh,Reply,0,1,0,0,109,2025-08-01 21:51:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1951273711723749833',@Stv_Lynn 贵吗,zh,Reply,0,0,0,1,122,2025-08-01 21:28:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1951273669306601580',每日苹果 AI 魅力时刻，猜猜群里发了什么（ https://t.co/PXbLqO4rFp,zh,Tweet,0,18,1,1,1666,2025-08-01 21:27:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GxRRDpRaIAQKdYR.jpg
'1951265488262377849',@OikawaRizumu 感觉和我家那个 btw I use arc 的杯子很像（桂桂订的）,zh,Reply,0,2,0,0,213,2025-08-01 20:55:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1951262785280860292',@beautyyuyanli 和 neon 有什么区别,zh,Reply,0,1,0,2,301,2025-08-01 20:44:35,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950930022262542706',松鼠撅鱼 https://t.co/ZD4V4pHab0,zh,Tweet,0,49,0,12,2291,2025-07-31 22:42:18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,https://pbs.twimg.com/media/GxMYghQasAA7vfc.jpg
'1951257093379363274',@RefreshingPraX 因为是松子的形状，所以叫松鼠鳜鱼,zh,Reply,0,1,0,1,59,2025-08-01 20:21:58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1951255179963277388',@Eru_Usagi_ @horizon_tem 里面装着：没完全解冻的食用油、料酒、酱油,zh,Reply,0,10,0,0,202,2025-08-01 20:14:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1951208871801802977',@L_eacc @jwcszxc @AcboxLiu 那个比这个可以选的站点多很多,zh,Reply,0,2,0,1,91,2025-08-01 17:10:21,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1951127601205977333',@jwcszxc @AcboxLiu 站点巴士,ja,Reply,0,0,0,1,68,2025-08-01 11:47:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1951127481496252628',我真的很介意我信任的人把我内圈的事情不分青红皂白地往外讲，很介意很介意，而且我明确说过的事情回头就把我卖了，真受不了，我都不知道该说什么了，这种感觉就像被公布了聊天记录一样糟糕… https://t.co/hcoV9zGVCm,zh,Tweet,1,67,0,10,4232,2025-08-01 11:46:56,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GxPMGXsaIAAoeHa.jpg
'1951123797786108168',@YanboOfficial @luoling8192 草，我真的喜欢用 AI 写描述,zh,Reply,0,2,0,0,38,2025-08-01 11:32:18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950878036213350897',吃吃,ja,Tweet,0,8,0,2,923,2025-07-31 19:15:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1951116580974371204',@Gzx7301S 没味,ja,Reply,0,0,0,0,30,2025-08-01 11:03:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950926858641662163',兄弟，没余额了🤤,ja,Tweet,0,18,0,1,1540,2025-07-31 22:29:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950911356989026394',@moeKiwiSAMA 这表情看起来有点印度人（？,zh,Reply,0,1,0,0,98,2025-07-31 21:28:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950911121147179324',@tualatrix 现在汇丰一部分会寄快递（从内地直接发出）,zh,Reply,0,0,0,0,493,2025-07-31 21:27:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950910647174091125',诶哟这不是我们观前的全家十足 711 吗 https://t.co/asDH4vEOxl,zh,Tweet,0,14,0,0,1700,2025-07-31 21:25:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GxMG4sta4AEzfEb.jpg
'1950905892297126244',@luoling8192 @llennchan2003 你永远喜欢和猫一起写代码☺️,zh,Reply,0,5,0,1,184,2025-07-31 21:06:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950905668711694457',@yozuha15 我自己 60 好几了😭,zh,Reply,0,6,0,1,233,2025-07-31 21:05:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950888936253071642',你是一个猫娘 https://t.co/6qJCB53uVK,zh,Tweet,1,58,1,4,3628,2025-07-31 19:59:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GxLzJS4aEAAYCSB.jpg
'1950886350548505059',@luoling8192 真是鸟不起～,zh,Reply,0,3,0,0,202,2025-07-31 19:48:46,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950886248127594875',@AcboxLiu 揉揉你,ja,Reply,0,1,0,0,162,2025-07-31 19:48:21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950879678618796149',@AcboxLiu 🥹,qme,Reply,0,2,0,0,173,2025-07-31 19:22:15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950879587099103631',@hibikedoraki 我也觉得京都很好玩！,zh,Reply,0,1,0,0,31,2025-07-31 19:21:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950879475849367676',船新的口诀,ja,Tweet,0,18,1,0,1554,2025-07-31 19:21:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950879352641728939',今日份 vibe coding 笑话,zh,Tweet,1,79,0,4,5689,2025-07-31 19:20:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950879163541602308',@real_kai42 🥹,qme,Reply,0,2,0,0,603,2025-07-31 19:20:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950879016040435824',@hsn8086 假设鸡的重量无限小，蛋的体积无限小，易得，鸡排开水的体积变小了,zh,Reply,0,1,0,0,228,2025-07-31 19:19:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950878101384393171',@levrhil 偷偷嗑cp…,ja,Reply,0,1,0,1,49,2025-07-31 19:15:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950878036213350897',吃吃,ja,Tweet,0,8,0,2,923,2025-07-31 19:15:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950866694387249379',@AcboxLiu 那我们是同龄人了！（对不起,zh,Reply,0,7,0,0,252,2025-07-31 18:30:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950866595892601008',@L_eacc 羡慕（？,ja,Reply,0,1,0,0,79,2025-07-31 18:30:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950861674958987417',@yozuha15 同龄人～握爪握爪,zh,Reply,0,3,0,1,125,2025-07-31 18:10:43,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950861294304731189',@silsrc 还真是,zh,Reply,0,3,0,0,157,2025-07-31 18:09:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950519055581921566',"有趣
（原 po 评论区有链接） https://t.co/ndYOYErwJs",zh,Tweet,0,21,0,11,24700,2025-07-30 19:29:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GxGivWQbYAABnx7.jpg
'1950861253959696812',@mana_hanasaki 这个好！,zh,Reply,0,2,0,1,174,2025-07-31 18:09:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950452523493413315',又到周三 https://t.co/gRGg2EeAHS,ja,Tweet,0,27,0,2,1063,2025-07-30 15:04:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GxFmOLDbUAEu2UL.jpg
'1950169659573248131',历史上的今天，复读机诞生了🤓👆 https://t.co/5JK58PEl2V,zh,Tweet,1,28,1,0,2330,2025-07-29 20:20:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GxBk93wboAAk0Ry.jpg
'1950154288807698487',@asahinaXmafuyu 讲讲,zh,Reply,0,2,0,0,130,2025-07-29 19:19:49,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950144915981160584',@Elaine1064645 上下楼梯很累,zh,Reply,0,2,0,1,286,2025-07-29 18:42:34,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1950129026493751339',@luoling8192 @Lakr233 原来不止我一个人这么觉得，不过是不是因为用苹果用习惯了🤔,zh,Reply,0,2,0,0,99,2025-07-29 17:39:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950128541695103106',@yozuha15 你终于也这么想了…,zh,Reply,0,3,0,1,245,2025-07-29 17:37:30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950127662246015253',@SarkazWisadel 这还不够豪华…,zh,Reply,0,0,0,0,518,2025-07-29 17:34:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950088320186245244',"千雪：哇一进你家就能看到 maimai 和…你阳台上有一台洗衣机
我：不不不那是烘干机
千雪：哦！所以你平时都是用 maimai 洗衣服的！",zh,Tweet,0,62,3,5,3628,2025-07-29 14:57:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1950084464601677884',你要找的是不是：算法竞赛🤣,zh,Tweet,2,121,5,10,7865,2025-07-29 14:42:21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1949945926086275219',@OikawaRizumu @Beiyan_Yunyi @github 那我也 sponsor 一个🥹,zh,Reply,0,5,0,1,283,2025-07-29 05:31:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1949824363030581360',@real_clover_yan 胎下有学员通过,zh,Reply,0,6,0,0,309,2025-07-28 21:28:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1949813044885983546',萨，舞萌，还有 @chiyuki0325 https://t.co/Fyz8jexndA,zh,Tweet,0,14,1,1,870,2025-07-28 20:43:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/Gw8gnopaYAAX6cp.jpg,https://pbs.twimg.com/media/Gw8gnoxagAAVC-_.jpg,https://pbs.twimg.com/media/Gw8gnotboAEbmrD.jpg"
'1949813184480596228',"p1 好玩
p2p3 累死了 https://t.co/55eQ6uEs9e",zh,Reply,0,4,0,1,563,2025-07-28 20:44:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/Gw8gwPcaEAAKFBl.jpg,https://pbs.twimg.com/media/Gw8gwPfaAAAgivm.jpg,https://pbs.twimg.com/media/Gw8gwPibwAEmqMd.jpg"
'1949745460224372827',@Lakr233 国内用 airalo 就不如搞个 3hk 了,zh,Reply,0,4,0,0,1061,2025-07-28 16:15:16,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1949718009976635604',@llennchan2003 没赶上不是我的错）,zh,Reply,0,8,0,1,641,2025-07-28 14:26:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1949717350116184506',@MasakoMaruyama_ 我也这么想的,zh,Reply,0,3,0,1,236,2025-07-28 14:23:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1949512896926319105',@AcboxLiu 真的不会引发尴尬吗，比如如果发现某个我的 block 是你的互 fo…,zh,Reply,0,19,0,2,920,2025-07-28 00:51:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1949480628430459192',认识新朋友真的好开心,zh,Tweet,0,94,1,6,7162,2025-07-27 22:42:56,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1949475561660973476',还有高手,zh,Tweet,0,23,0,1,2154,2025-07-27 22:22:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1949140214754218265',https://t.co/d52GpxTor8,zxx,Tweet,7,185,12,12,14784,2025-07-27 00:10:15,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/Gwy8rR-a8AAJO4r.png
'1949474866417254580',"@HarukawaSayaka 这个就是拿生成器做的
https://t.co/dUkpEudURH",zh,Reply,1,7,0,0,155,2025-07-27 22:20:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://disqualified.snnetwork.top,,
'1949421127597777301',@Inaba_Kon 可爱！！,zh,Reply,0,4,0,1,178,2025-07-27 18:46:29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1949408697601437998',也算是玩上了 https://t.co/qyM8XWTqfw,ja,Tweet,1,32,0,4,1430,2025-07-27 17:57:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1949408596699353088/vid/avc1/720x1280/SgZx7A_4K5M3FvsS.mp4?tag=21
'1949411667089215930',@tangeorange 赶着结束的时间来见了见朋友,zh,Reply,0,3,0,0,68,2025-07-27 18:08:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1949389076605583817',@YanboOfficial @WangxsNB 草哈哈哈哈哈哈哈,ja,Reply,0,2,0,0,53,2025-07-27 16:39:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1949374507262886121',来参观一下 https://t.co/kzGd8fq2Xk,zh,Tweet,1,65,0,4,4060,2025-07-27 15:41:14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/Gw2RxinbsAAoRcx.jpg
